CBUSA Catalog
Report generated on 7/27/2017

CBUSA SKU,Product Name
16369,"6"" x 75' Tyvek FlexWrap NF (Non Fastener)"
16367,Simpson 1 - 3/4 Single Face Mount LVL Hanger
16366,Simpson 1 - 3/4 Double Face Mount LVL Hanger
16363,"2 x 4 - 120"" Pre-Cut SPF"
16362,1-3/4 x 24 1.9 E LVL Beam (Price per Linear Foot)
16435,1- 1/2 x 1 - 10' Aluminum Drip Edge
16457,Simpson Beam Hanger HGUS5.50/14 (5-1/4 x 14-18)
16460,Simpson Beam Hanger HGUS7.25/14 (7 x 14 - 18)
16485,2 x 8 R/L #2 SPF (12' - 16')
16524,1-3/4 Galvanized Roofing Nails (50lb)
16525,16d Hot Dipped Galvanized Nails (50lb)
16535,25 ga Resilient Furring Channel - 12'
16587,2 x 6 - 32' #2 FJ SPF
17028,1-1/4 x 14 - 16' Rim Board
17030,1-1/4 x 16 - 16' Rim Board
17093,11/32 x 4 x 8 SYP Plybead
17198,Line Mix
18297,1/2 x 4 x 9' Regular Drywall
18298,1/2 x 4 x 14' Regular Drywall
18300,"1/2 x 54"" x 14' Regular Drywall"
18305,1/2 x 4' x 12' Firecode Type C Drywall
18306,5/8 x 4' x 9' Firecode Type X Drywall
18309,5/8 x 54 x 12' Firecode Type X Drywall
18311,5/8 x 4 x 8 Georgia-Pacific Dens Armor Plus
18321,"Mesh Tape (2"" x 300' roll)"
18501,1/2 x 4' x 8' Foil Faced Insulation Board
18517,1/2 x 4 x 12 Georgia-Pacific Dens Armor Plus 
18519,2 x 12 - 12' #1 Pressure Treated
18520,2 x 12 - 14' #1 Pressure Treated
18521,2 x 12 - 16' #1 Pressure Treated
18530,2 x 10 - 12' #1 Pressure Treated
18532,2 x 10 - 8' #1 Pressure Treated
18567,5-1/8 x 22-1/2 - R/L Glulam
18621,"3000 PSI Concrete - Full 5.5 Bag Mix - No Fly Ash, No Additives - Delivered"
18622,"3000 PSI Concrete - Low air - Full 5 Bag Mix - No Fly Ash, No Additives - Delivered"
18623,4000 PSI Concrete-Low air-Basement Floor Mix - Delivered
18626,4000 PSI Concrete-Normal air-No Ash/No Reducer Mix - Delivered
18627,4000 PSI Concrete - Normal air - Pea Gravel Mix - 7 Bag Engineered Mix - Delivered
18706,6 mil Poly - 20 x 100
18842,"6"" x 100' Window Wrap"
18843,3/8 x 4' x 8'  Birch Beaded Plywood
18839,1 x 12 - LF - Clear White Pine
18838,1 x 8 - LF - Clear White Pine
18837,1 x 6 - LF - Clear White Pine 
18880,Chair Rail #397 (1 x 3-1/2) MDF Primed
18911,2 x 6 - 26' #2 FJ SPF 
18912,2 x 6 - 28' #2 FJ SPF 
18913,2 x 8 - 26' #2 FJ SPF 
18914,2 x 8 - 28' #2 FJ SPF 
18915,2 x 10 - 26' #2 FJ SPF 
18931,9' x 195' Woven Housewrap (Supply House Brand)
18996,1 x 4 - 14' SYP # 2 Pressure Treated
19021,2 x 10 - 10' SYP # 2 Pressure Treated
19026,2 x 12 - 12' SYP # 2 Pressure Treated
19098,"7/16"" Plywood Clips (250/box)"
19189,19/32 x 4' x 8' OSB Radiant Thermal Barrier Sheathing
19357,"Simpson 1/2"" Plywood Clips (250/box)"
19370,1 x 4 - 12' #3 SYP 
19371,1 x 4 - 14' #3 SYP 
19391,"1"" Plastic Cap Nails (Box)"
19392,"1"" Plastic Cap Nails (2000 Count)"
19401,Interwrap Titanium-UDL Underlayment 30 Yr - 10 sq roll
19499,4 x 8 - 12' #2 Douglas Fir
19524,"1 - 1/4"" Sheetrock Screws"
19544,"5/16 x 8-1/4"" - 12' NichiBoard Lap Siding (Primed) - Cedar Textured"
19545,"1/2 x 9"" x 8' Nichiha Sierra Premium Plus Shakes"
19629,"1-1/2"" Joist Hanger Nails  (per pound)"
19632,"2 x 2 - 42"" Bevel Pickett Pressure Treated"
19738,"#4 - 1/2"" x 20' Rebar"
19748,Simpson Double Face Mount Hanger - HU412
19802,1 x 8 - 16 #2 SYP
19807,5/8 x 8-1/4 - 12' Hardie Artisan Lap Siding - Smooth
19911,"5/8"" Plywood Clips (250 Box)"
21837,7/16 x 4 x 8 Radiant Barrier OSB
30006,"4 x 8 - 5/16"" - Hardi Bead Board"
30068,"1/2"" - 4 x 9 - Dow Structural Insulation Board"
30082,2 x 6 - 30' #2 FJ SPF
30083,2 x 8 - 30' #2 FJ SPF
30084, 4 x 4 - 12' #1 Pressure Treated
30085,4 x 4 - 10' #1 Pressure Treated
50392,"1/2"" x 4 x 12 XP moisture resistant"
50480,Simpson MIT416 Top Mount Joist Hanger
50594,Double Joist Hanger - 4.75 x 16 MIT4.75/16
50693,Foundation Vent - Black Plastic Slider (8 x 16)
50694,Foundation Vent - Black Plastic Slider Jumbo (9 x 16)
51112,2 x 2 - 8' Premium Treated SYP
51123,2 x 6 - R/L T&G SYP
51256,"23/32"" x 4' x 8' Advantech - Square Edge (Non T&G)"
51288,Simpson 4x16 Face Mount Hanger - HU416
51305,"3 1/2"" x 9 1/2"" 1.55E Timberstrand LSL Header (Price per Linear Foot)"
51312,"6"" x 75' Grace Vycor Plus"
51689,LSSUI35 - 2-1/4 to 2-5/16 Sloped / Skewed Hanger
52001,1 x 6 - 10' #2 SPF
52002,1 x 6 - 16' #2 SPF
52003,1 x 2 - 16' #2 SPF
52009,"5/8"" x 10"" Carriage Bolt (washer and nut included)"
52011,2-1/2 x 16 - 14' GPI 65 I-Joist
52012,2-1/2 x 16 - 16' GPI 65 I-Joist
52013,2-1/2 x 16 - 22' GPI 65 I-Joist
52014,5/16 x 7-1/4 - 12' HardiePlank Lap Siding - Select Cedarmill
52040,2 x 4 - 12' #2 Prime Pressure Treated 
52041,2 x 4 - 16' #2 Prime Pressure Treated
52042,2 x 6 - 16' #2 Prime Pressure Treated 
52043,2 x 6 - 12' #2 Prime Pressure Treated 
52044,5/8 x 7-1/4 - 12' Hardie Artisan Lap Siding - Smooth
52065,1/4 x 12 - 12' Vented Nichiha Soffit Panel - Smooth
52066,1/4 x 16 - 12' Non-Vented Nichiha Soffit Panel - Smooth
52067,1/4 x 16 - 12' Vented Nichiha Soffit Panel - Smooth
52069,5/4 x 4-1/2 - 12' HardieTrim - Smooth
52084,4 x 8 Square PVC Lattice
52113,4 x 8 - 8' #2 Douglas Fir
52135,4/4 x 2-1/2 - 12' Hardie Batten Board - Smooth
52164,4/4 x 2-1/2 - 12 Hardie Batten Board - Rustic Grain
52668,2 x 10 - 14' #1 Pressure Treated
52674,5/8 x 4' x 12' Regular Drywall
52731,Flat Jamb 6-9/16 Pine FJ
53057,3000 PSI Concrete - Normal air - 6 Bag Engineered Mix - Delivered
53058,"3000 PSI Concrete - Normal air - Full 6 Bag Mix - No Fly Ash, No Additives - Delivered"
53059,3000 PSI Concrete - Normal air - Pea Gravel Mix - 6 Bag Engineered Mix - Delivered
53063,3500 PSI Concrete - Normal air - 6 Bag Engineered Mix - Delivered
53064,"3500 PSI Concrete - Normal air - Full 6 Bag Mix - No Fly Ash, No Additives - Delivered"
53068,Dye wash out charge
53069,Short load
53070,Truck Time - extra per minute above min.
53071,Superplasticizer (per yd.)
53073,Saturday and after 4:30 PM orders (per yd.)
53074,Hourly Labor Charge - Extra Labor
53081,4500 PSI Concrete - Engineered Mix - Delivered
53111,"4 x 9 Green Non-Structural Thermo-ply (.078"")"
53112,2 x 12 - 28' #2 FJ SPF
53194,5/16 x 12 - 12' HardiePlank Lap Siding - Smooth
53250,"1/4"" T-50 Staples (box)"
53286,1-3/4 x 16 - R/L Versa Lam 2.0E
53289,1/2 x 4' x 8' Ultralight Drywall
53290,1/2 x 4' x 9' Ultralight Drywall
53291,1/2 x 4' x 10' Ultralight Drywall
53292,1/2 x 4' x 12' Ultralight Drywall
53293,1/2 x 4' x 14' Ultralight Drywall
53294,1/2 x 54' x 14' Ultralight Drywall
53295,"1/2 x 54"" x 12' Ultralight Drywall"
53296,2 x 6 - 26' #2 Hem-Fir
53297,2 x 6 - 28' #2 Hem-Fir
53298,20d Hot Dipped Galvanized Nails (5lb)
53299,2-1/2 x 16 - 34' GPI 65 I-Joist
53300,2-1/2 x 16 - 38' GPI 65 I-Joist
53301,2-1/2 x 16 - 30' GPI 65 I-Joist
53302,2-1/2 x 16 - 26' GPI 65 I-Joist
53303,2-1/2 x 16 - 20' GPI 65 I-Joist
53304,2-1/2 x 16 - 18' GPI 65 I-Joist
53305,2-1/2 x 16 - 12' GPI 65 I-Joist
53306,2-1/2 x 16 - 10' GPI 65 I-Joist
53307,2-1/2 x 16 - 8' GPI 65 I-Joist
53308,2-1/2 x 16 - 6' GPI 65 I-Joist
53309,"1-1/8 x 16"" - R/L Fiberstrong Rimboard"
53318,2 x 4 - 8' #2 Prime Pressure Treated
53319,2 x 4 - 10' #2 Prime Pressure Treated
53320,2 x 4 - 14' #2 Prime Pressure Treated
53322,2 x 6 - 10' #2 Prime Pressure Treated
53323,2 x 6 - 14' #2 Prime Pressure Treated
53324,1 x 8 R/L Alpine Ship Lap
53325,4 x 8 - 8' #2 Cypress S4S
53331,10' x 100' Tyvek Homewrap
53359,"1/2"" x 9"" x 9'4"" Nichiha Sierra Premium Plus Shakes"
53360,1/4 x 16 - 12' Vented Nichiha Soffit Panel - Textured
53361,1/4 x 16 - 12' Non-Vented Nichiha Soffit Panel - Textured
53365,Owens Corning Shingles - Oakridge 30 AR (Driftwood)
53366,Owens Corning Shingles - Oakridge 30 AR (Onyx Black)
53462,1 x 6 - 16' TG & V Beaded Pondersa
53463,1 x 6 - 14' TG & V Beaded Pondersa
53464,1 x 6 - 12' TG & V Beaded Pondersa
53465,"3/8"" - 4 x 8 Beaded Radiatta Pine Plywood"
53466,1 x 4 - 16' Clear Radiata Pine
53467,1 x 8 - 16' Clear Radiata Pine
53468,1 x 4 - 16' Clear Spruce
53470,24” x 50’ Black/White aluminum flashing 
53471,10” x 50’ Black/white aluminum flashing 
53475,1 x 6 - 16' Clear Radiata Pine
53476,1 x 10 - 16' Clear Radiata Pine
53477,1 x 12 - 16' Clear Radiata Pine
53478,1 x 6 - R/L T&G Clear Yellow Pine
53522,5/8 x 5-1/4 - 12' Hardie Artisan Lap Siding - Smooth
53570,5/16 x 8-1/4 - 12' HardiePlank Lap Siding - Select Cedarmill - In ColorPlus Technology (in stock colors)- Verify w/Dealer
53575,4/4 x 2-1/2 - 12' Hardie Batten Board - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53576,4/4 x 3-1/2 - 12' HardieTrim - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53577,4/4 x 5-1/2 - 12' HardieTrim - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53578,4/4 x 7-1/4 - 12' HardieTrim - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53579,4/4 x 9-1/4 - 12' HardieTrim - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53580,4/4 x 11-1/4 - 12' HardieTrim  - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53581,5/4 x 3-1/2 - 12' HardieTrim - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53582,5/4 x 4-1/2 - 12' HardieTrim - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53583,5/4 x 5-1/2 - 12' HardieTrim - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53584,5/4 x 7-1/4 - 12' HardieTrim - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53585,5/4 x 11-1/4 - 12' HardieTrim  - Smooth - In ColorPlus Technology - Verify Color with Local Dealer
53600,"1/4 x 48 x 16"" HardieShingle Staggered-Edge Notched Panels - In ColorPlus Technology - Verify Color with Local Dealer - Price per Square"
53616,Color Plus Caulking 10.3 Tube - (Price Per Case 12ct)
53617,Color Plus Touch Up Kit - (Touch Up Pen and Edge Coater)
53640,"1/2"" x 4"" Galvanized Hex Lag Screw"
54366,"8 x 8 x 16 Solid Header (5"" x 4"" knotch)"
54367,4 x 8 x 16 Return Corner
54369,1/2 x 18” Anchor Bolts
54370,Sand (per cubic yard)
54371,"8"" Grout Stop (100' roll)"
54372,"12"" Grout Stop (100' roll)"
54373,Double Chair Rebar
54374,"Foamular 1"" x 4' x 8' - R-5"
54375,"Vent Lintels - 20"""
54425,5/16 x 8-1/4 - 12' Cemplank Lap Siding - Cedar 
54460,"12"" x 50' Roll Galvanized Metal Flashing"
54464,5/16 x 4 - 8' Plycem/Allura FiberTect Sealed Vertical Panel - Smooth
54466,5/16 x 4 - 10' Plycem/Allura FiberTect Sealed Vertical Panel - Smooth
54467,5/16 x 4 - 8' Plycem/Allura FiberTect Sealed Vertical Panel - Stucco
54470,5/16 x 4 - 8' Plycem/Allura FiberTect Sealed Vertical Panel - Cedar No Groove
54473,"5/16 x 4 - 8' Plycem/Allura FiberTect Sealed Vertical Panel - Cedar 8"" Groove"
54497,5/16 x 8-1/4 - 12' CertainTeed  ColorMax Prefinished Lap Siding - Textured
54498,"5/16 - 16 x 48 Plycem/Allura Fiber Cement Shingle Panel - Staggered Edge (7"" Exposure) - Price Per Piece (43 pcs per square)"
54499,"5/16 - 16 x 48 Plycem/Allura Fiber Cement Shingle Panel - Straight Edge (7"" Exposure) - Price Per Piece (43 pcs per square)"
54504,1/4 x 12 - 12' Vented CertainTeed FiberTect Soffit Panel - Cedar
54505,1/4 x 16 - 12' Vented CertainTeed FiberTect Soffit Panel - Cedar
54506,1/4 x 24 - 12' Vented CertainTeed FiberTect Soffit Panel - Cedar
54507,1/4 x 12 - 12' Vented Plycem/Allura FiberTect Soffit Panel - Smooth
54508,1/4 x 16 - 12' Vented Plycem/Allura FiberTect Soffit Panel - Smooth
54509,1/4 x 24 - 12' Vented Plycem/Allura FiberTect Soffit Panel - Smooth
54510,1/4 x 12 - 12' Non-Vented CertainTeed FiberTect Soffit Panel - Cedar
54511,1/4 x 16 - 12' Non-Vented CertainTeed FiberTect Soffit Panel - Cedar
54512,1/4 x 24 - 12' Non-Vented CertainTeed FiberTect Soffit Panel - Cedar
54514,1/4 x 12 - 12' Non-Vented Plycem/Allura FiberTect Soffit Panel - Smooth
54515,1/4 x 16 - 12' Non-Vented Plycem/Allura FiberTect Soffit Panel - Smooth
54516,1/4 x 24 - 12' Non-Vented Plycem/Allura FiberTect Soffit Panel - Smooth
54625,"1/2 x 5"" Lag Screws"
54650,5/8 x 8 - 16' MiraTEC Primed Reversible Trim
54652,5/8 x 12 - 16' MiraTEC Primed Reversible Trim
54702,9’ x 150’ Home Guard Housewrap (Supply House Label)
54725,"1-1/2"" N10D Joist Hanger Nails - 5lb Box"
54800,1/2 x 6 Carriage Bolt - Zinc
54801,1/2 x 8 Carriage Bolt - Zinc
54899,1 x 4.5 - 10' Trex Transcend Grooved Porch Floor Board (Fire Pit)
54900,1 x 4.5 - 12' Trex Transcend Grooved Porch Floor Board (Fire Pit)
54901,1 x 4.5 - 16' Trex Transcend Grooved Porch Floor Board (Fire Pit)
54902,1 x 4.5 - 10' Trex Transcend Grooved Porch Floor Board (Gravel Path)
54903,1 x 4.5 - 12' Trex Transcend Grooved Porch Floor Board (Gravel Path)
54904,1 x 4.5 - 16' Trex Transcend Grooved Porch Floor Board (Gravel Path)
54905,1 x 4.5 - 10' Trex Transcend Grooved Porch Floor Board (Spiced Rum)
54906,1 x 4.5 - 12' Trex Transcend Grooved Porch Floor Board (Spiced Rum)
54907,1 x 4.5 - 16' Trex Transcend Grooved Porch Floor Board (Spiced Rum)
54908,1 x 6 - 12' Trex Transcend Grooved Edge Board (Fire Pit)
54909,1 x 6 - 16' Trex Transcend Grooved Edge Board (Fire Pit)
54910,1 x 6 - 20' Trex Transcend Grooved Edge Board (Fire Pit)
54911,1 x 6 - 12' Trex Transcend Grooved Edge Board (Gravel Path)
54912,1 x 6 - 16' Trex Transcend Grooved Edge Board (Gravel Path)
54913,1 x 6 - 20' Trex Transcend Grooved Edge Board (Gravel Path)
54914,1 x 6 - 12' Trex Transcend Grooved Edge Board (Spiced Rum)
54915,1 x 6 - 16' Trex Transcend Grooved Edge Board (Spiced Rum)
54916,1 x 6 - 20' Trex Transcend Grooved Edge Board (Spiced Rum)
54917,1 x 6 - 12' Trex Transcend Square Edge Board (Fire Pit)
54918,1 x 6 - 16' Trex Transcend Square Edge Board (Fire Pit)
54919,1 x 6 - 20' Trex Transcend Square Edge Board (Fire Pit)
54920,1 x 6 - 12' Trex Transcend Square Edge Board (Gravel Path)
54921,1 x 6 - 16' Trex Transcend Square Edge Board (Gravel Path)
54922,1 x 6 - 20' Trex Transcend Square Edge Board (Gravel Path)
54923,1 x 6 - 12' Trex Transcend Square Edge Board (Spiced Rum)
54924,1 x 6 - 16' Trex Transcend Square Edge Board (Spiced Rum)
54925,1 x 6 - 20' Trex Transcend Square Edge Board (Spiced Rum)
55036,"5/16 x 7-1/4"" - 12' NichiBoard Lap Siding (Primed) - Cedar Textured"
55042,"5/16 x 8-1/4"" - 12' NichiBoard Lap Siding (Primed) - Smooth"
55145,Plygem - Fieldstone Chardonnay - Flats - Price per Square Foot
55146,Plygem - Fieldstone Buckingham - Flats - Price per Square Foot
55147,Plygem - Shadow Ledgstone Chardonnay - Flats - Price per Square Foot
55148,Plygem - Shadow Ledgstone Autumn - Flats - Price per Square Foot
55149,Plygem - Shadow Ledgstone Buckingham- Flats - Price per Square Foot
55150,Plygem - Shadow Ledgstone Lehighton - Flats - Price per Square Foot
55151,Plygem - Fieldstone Chardonnay - Corners - Price per Linear Foot
55152,Plygem - Fieldstone Buckingham - Corners - Price per Linear Foot
55153,Plygem - Shadow Ledgstone Chardonnay - Corners - Price per Linear Foot
55154,Plygem - Shadow Ledgstone Autumn - Corners - Price per Linear Foot
55155,Plygem - Shadow Ledgstone Buckingham- Corners - Price per Linear Foot
55156,Plygem - Shadow Ledgstone Lehighton - Corners - Price per Linear Foot
55157,"Plygem - Brown - 3"" x 3"" x 24"" Tapered Sill - Price per Each"
55158,"Plygem - Country - 3"" x 3"" x 24"" Tapered Sill - Price per Each"
55159,"Plygem - Brown - 6"" x 8"" Soldier Large - Price per Each"
55160,"Plygem - Country - 6"" x 8"" Soldier Large - Price per Each"
55161,"Plygem - Brown - 19"" x 19"" Hearthstone - Price per Each"
55162,"Plygem - Country - 19"" x 19"" Hearthstone - Price per Each"
55179,"Metal Lath - Self Furring - 27"" x 96"" - 2.5 gauge - Price per each"
55263,1 x 5.5 - 12' Trex Select Grooved Edge Board (Madeira)
55264,1 x 5.5 - 16' Trex Select Grooved Edge Board (Madeira)
55265,1 x 5.5 - 20' Trex Select Grooved Edge Board (Madeira)
55266,1 x 5.5 - 12' Trex Select Grooved Edge Board (Saddle)
55267,1 x 5.5 - 16' Trex Select Grooved Edge Board (Saddle)
55268,1 x 5.5 - 20' Trex Select Grooved Edge Board (Saddle)
55269,1 x 5.5 - 12' Trex Select Grooved Edge Board (Winchester Grey)
55270,1 x 5.5 - 16' Trex Select Grooved Edge Board (Winchester Grey)
55271,1 x 5.5 - 20' Trex Select Grooved Edge Board (Winchester Grey)
55272,1 x 5.5 - 12' Trex Select Grooved Edge Board (Pebble Grey)
55273,1 x 5.5 - 16' Trex Select Grooved Edge Board (Pebble Grey)
55274,1 x 5.5 - 20' Trex Select Grooved Edge Board (Pebble Grey)
55275,1 x 5.5 - 12' Trex Select Grooved Edge Board (Woodland Brown)
55276,1 x 5.5 - 16' Trex Select Grooved Edge Board (Woodland Brown)
55277,1 x 5.5 - 20' Trex Select Grooved Edge Board (Woodland Brown)
55278,1 x 5.5 - 12' Trex Select Square Edge Board (Madeira)
55279,1 x 5.5 - 16' Trex Select Square Edge Board (Madeira)
55280,1 x 5.5 - 20' Trex Select Square Edge Board (Madeira)
55281,1 x 5.5 - 12' Trex Select Square Edge Board (Saddle)
55282,1 x 5.5 - 16' Trex Select Square Edge Board (Saddle)
55283,1 x 5.5 - 20' Trex Select Square Edge Board (Saddle)
55284,1 x 5.5 - 12' Trex Select Square Edge Board (Winchester Grey)
55285,1 x 5.5 - 16' Trex Select Square Edge Board (Winchester Grey)
55286,1 x 5.5 - 20' Trex Select Square Edge Board (Winchester Grey)
55287,1 x 5.5 - 12' Trex Select Square Edge Board (Pebble Grey)
55288,1 x 5.5 - 16' Trex Select Square Edge Board (Pebble Grey)
55289,1 x 5.5 - 20' Trex Select Square Edge Board (Pebble Grey)
55290,1 x 5.5 - 12' Trex Select Square Edge Board (Woodland Brown)
55291,1 x 5.5 - 16' Trex Select Square Edge Board (Woodland Brown)
55292,1 x 5.5 - 20' Trex Select Square Edge Board (Woodland Brown)
55407,Rinnai RU98IN - Ultra Series Tankless Water Heater  - 0.95 Energy Factor - 199K Max BTU - Indoor Installation(Natural Gas)
55408,Rinnai RU98EN - Ultra Series Tankless Water Heater  - 0.95 Energy Factor - 199K Max BTU - Outdoor Installation(Natural Gas)
55409,Rinnai RU80IN - Ultra Series Tankless Water Heater  - 0.96 Energy Factor - 152K Max BTU - Indoor Installation(Natural Gas)
55410,Rinnai RU80EN - Ultra Series Tankless Water Heater  - 0.96 Energy Factor - 152K Max BTU - Outdoor Installation(Natural Gas)
55411,Rinnai RL94IN - Luxury Series Tankless Water Heater  - 0.82 Energy Factor - 199K Max BTU - Indoor Installation(Natural Gas)
55412,Rinnai RL94EN - Luxury Series Tankless Water Heater  - 0.82 Energy Factor - 199K Max BTU - Outdoor Installation(Natural Gas)
55413,"Rinnai - 11-1/2"" Unviersal Non-Condensing Horizontal Termination Kit"
55414,"Rinnai - 12"" Universal Concentric Metal Termination Kit"
55415,"Rinnai - 21"" Universal Non-Condensing Horizontal Termination Kit"
55416,"Rinnai - 21"" Non-Condensing Horizontal Termination Diverter Kit"
55417,"Rinnai - 11.5"" Universal Non-Condensing Horizontal Termination"
55418,"Rinnai - All-Weather Horizontal Termination, 21-Inch"
55419,"Rinnai 18"" Roof Discharge Terminal - Model #184118S"
55420,"Rinnai 18"" Roof Discharge Terminal - Model #184127"
55421,"Rinnai 38"" Roof Discharge Terminal - Model #184119"
55422,"Rinnai - Raised Horizontal Termination Kit, Snorkel"
55423,"Rinnai - 12"" Condensing Horizontal Terminal"
55424,"Rinnai - 21"" Condensing Horizontal Terminal"
55425,"Rinnai 19"" Condensing Horizontal Terminal Divider Kit - Model #223186PP"
55426,"Rinnai 38"" Condensing Roof Discharge - Model #184162PP"
55427,Rinnai Condensing Raised Horizontal Terminal - Model #224047PP
55428,Rinnai - 45 Degree Elbowow (2)
55429,Rinnai- 90 Degree Elbow - Model #224063
55430,Rinnai- 90 Degree Elbow - Model #224255
55431,Rinnai 45 Condensing Vent Pipe Elbow - Model #22407PP
55432,Rinnai - 90 Degree Condensing Vent Pipe Elbow
55433,"Rinnai - 10"" Vent Pipe Extension"
55434,"Rinnai - 19.5"" Vent Pipe Extension"
55435,"Rinnai - 39"" Vent Pipe Extension"
55436,Rinnai - Telescoping Vent Length
55437,"Rinnai 10"" Vent Pipe Extension - Model #224260"
55438,"Rinnai 19-1/2"" Vent Pipe Extension - Model #224265"
55439,"Rinnai 39"" Vent Pipe Extension - Model #224270"
55440,"Rinnai 10"" Condensing Vent Pipe Extension - Model #224087PP"
55441,"Rinnai 19.5"" Condensing Vent Pipe Extension - Model #224079PP"
55442,"Rinnai 39"" Condensing Vent Pipe Extension - Model #224080PP"
55443,Rinnai Condensate Trap V2 - Model #222053
55444,Rinnai - Water Heater Guard
55445,Rinnai Flat Roof Flashing Assembly - Model #146141
55446,Rinnai Poly Flash 1/12-6/12 Pitch - Model #189950
55447,Rinnai Poly Flash 6/12-12/12 Pitch - Model #189951
55448,Rinnai Poly Flash 8/12-16/12 Pitch - Model #189952
55449,Rinnai Tile/Shingle Roof Flashing 1/2-6/12  - Model #50171949
55450,Rinnai Tile/Shingle Roof Flashing 6/12-12/12 - Model #50171961
55451,Rinnai Tile/Shingle Roof Flashing 6/12-12/12 - Model #50171954
55452,Rinnai Flashing For Metal Roof - Model #242141
55453,Rinnai - Wall Plate White 
55454,Rinnai - Wall Plate Black
55455,Rinnai - Thimble 1pc/box
55456,Rinnai Pipe Clamp - Model #169044
55457,Rinnai - Universal Bug Guard
55468,5/16 x 8-1/4 - 12' HardiePlank Lap Siding - Select Cedarmill - In ColorPlus Technology (non-stock colors)- Verify w/Dealer
55490,Rinnai RUR98IN - Ultra Series Tankless Water Heater w/Recirc Pump - 0.95 Energy Factor - 199K Max BTU - Indoor Installation(Natural Gas)
55491,Rinnai RU9R8IP - Ultra Series Tankless Water Heater w/Recirc Pump  - 0.95 Energy Factor - 199K Max BTU - Indoor Installation(Propane)
55492,Rinnai RU98EN - Ultra Series Tankless Water Heater w/Recirc Pump - 0.95 Energy Factor - 199K Max BTU - Outdoor Installation(Natural Gas)
55493,Rinnai RU98EP - Ultra Series Tankless Water Heater w/Recirc Pump - 0.95 Energy Factor - 199K Max BTU - Outdoor Installation(Propane)
